Av. Plutarco Elias Calles,100,67160,VALLE HERMOSO SECT 1
Av. Alfonso Reyes,295,64850,CONTRY EL TESORO
Av. Luis Donaldo Colosio Murrieta,411,66369,FOMERREY 137
Av. Sertoma,147,64718,SERTOMA
Caretera Nacional,6302-2,64968,SATELITE ACUEDUCTO
Ave. Stiva,348,66425,BARRAGAN
CAMINO REAL A SANTA ROSA,400,66612,LOS EBANOS
AV. ACUEDUCTO,100,66056,BALCONES DE ANAHUAC I
Carretera Monterrey - Saltillo Km 65,1598-3,66350,NUEVA SANTA CATARINA
SVE SOLIDARIDAD,S/N,64259,*TOPO CHICO
AVE. ALFONSO REYES,350,66256,LOMAS DEL VALLE
AVE. LOS SUIZOS,S/N,66649,SAN MIGUEL
AV. ABRAHAM LINCOLN,651,66023,*MITRAS PONIENTE 
BENITO JUAREZ,475,64000,MONTERREY CENTRO
RODRIGO GOMEZ,1800-A,64180,VALLE MORELOS
BERNARDO REYES,3605-A,64280,NIÑO ARTILLERO
Ave. Suizos,101,66648,SANTA FE I
Prolongacion francisco i madero,4345,64000,MONTERREY CENTRO
AVE TLACHICUERIAS,S/N,66437,SANTO DOMINGO
AVE REVOLUCION,3616,64860,CONTRY
Caretera Nacional,270,64984,LA ESTANZUELA VIEJA
Av. Las Torres,109,66420,ITURBIDE
SOR JUANA INES DE LA CRUZ,S/N,66004,*PASEO DEL NOGAL 
Av. Santa Cruz,301,67196,SANTA CRUZ
CHURUBUSCO,101,64549,INDUSTRIA DEL VIDRIO
Av. Primavera,916,67190,TRES CAMINOS NORTE
Av. Aztlan,9300,64106,SAN BERNABE 13
Av. Terranova,104,64620,VISTA HERMOSA
Rio Missisipi,101,66220,DEL VALLE
San Javier,100,66646,*MISION DE SAN JAVIER 
GENERAL TREVIuO,152,64000,MONTERREY CENTRO
CARRETERA SANTA ROSA  ,S/N,66612,COSMOPOLIS METROPLEX
ABRAHAM LINCOLN,3600,64300,JARDIN DE LAS MITRAS
Calzada Union,706,66495,HACIENDA LOS MORALES
Av. Vasconcelos,200,66220,DEL VALLE
VENUSTIANO CARRANZA,809,64720,CENTRO
CARRETERA MIGUEL ALEMAN,6064-1,67138,TORRES LINDAVISTA
RUIZ CORTINES,2418,64530,MODERNA
SIMON BOLIVAR,1415 L 1,64460,MITRAS CENTRO
EVARISTO CABALLERO,3299-A,66080,ANDRES CABALLERO MORENO AGROP
Carretera Monterrey-Reynosa ,5480-A,67190,SCOP
AVE EUGENIO GARZA SADA,2501,64700,TECNOLOGICO
Escobedo Sur,600-A,66600,APODACA CENTRO
Ave. Union,706,66495,HACIENDA LOS MORALES
PROL. RUIZ CORTINEZ,1900,66024,*LAS LOMAS.
SENDERO DEL DORADO LOC B-S 01,6115,64890,VILLA LAS FUENTES
CAMINO AL PASTIZAL  ,1085,64102,*BARRIO ALAMEDA
GUADALUPE,S/N,67100,CIUDAD GUADALUPE CENTRO
AVE MORONES PRIETO,3000 PTE,64710,DOCTORES
av ruiz cortinez,1904-A,64420,GARZA NIETO
RUIZ CORTINEZ,1400,67110,NUEVA LINDAVISTA
Carretera Apodaca-Laredo,KM 1.5,66604,SANTA ROSA
LEONES,113,64430,URDIALES
AV. UNIVERSIDAD,1011,66428,RESIDENCIAL CASA BELLA
LAZARO CARDENAS,S.N.,66630,EJIDO MEZQUITAL
Prol. Ruiz Cortines,5370,64360,VALLE VERDE 1ER SECT
Av. Lomas del Valle,435,66220,DEL VALLE
VENUSTIANO CARRANZA,504-E,64720,CENTRO
Av Linda Vista,330,67130,LINDAVISTA
Av. Ing. Heberto Castillo,103,66000,VILLA DE GARCIA
Av. Abraham Lincoln,501,66068,*VILLAS DEL PONIENTE
AVE AZTLAN,S/N,64140,*VALLE DE SANTA LUCIA
Av. Raul Salinas Lozano,300-1,66056,VILLAS DE ESCOBEDO
Av.. Pablo livas,2425,67170,LAS VILLAS
Paseo de la Luz,S/N,64890,VILLA LAS FUENTES
Ave. Miguel Aleman,150,66354,ENRIQUE RANGEL
Ave. Independencia,151,66634,VALLE DE HUINALA
CARRETERA SAN MIGUEL - HUINALA,801,66648,MISION DE SAN MIGUEL
Av. Terranova,209,64620,VISTA HERMOSA
CAuON HUASTECO,S/N,66369,LOMAS DEL PONIENTE
AV ALFONSO REYES,3306,64280,BERNARDO REYES
Av. Eloy Cavazos,4536,67180,AGUA NUEVA
VILLAGRAN,1102,64720,CENTRO
AV. PERIMETRAL NORTE,S/N,66365,*VILLAS DEL MIRADOR
AV CHIPINQUE,901,66023,*MITRAS PONIENTE 
Av. Lincoln,6787,64108,PLUTARCO ELIAS CALLES
AVE. FUNDADORES,S/N,66220,DEL VALLE
Calle Alamo,500,66612,VALLE DE LAS PALMAS II
BUENA VISTA,200,66583,*BUENA VISTA
Av. Félix U. Gómez,2359,64550,REFORMA
CUAUHTEMOC,702,64000,MONTERREY CENTRO
BUROCRATAS,713,64380,BUROCRATAS DEL ESTADO
AVE. ADOLFO LOPEZ MATEOS,S/N,67118,VILLA ESPAÑOLA
AVE. DE LOS ASTROS,702,64102,*VILLA COLONIAL
Eugenio Garza Sada,6050,64950,MEDEROS
AVE. VICENTE GUERRERO,2727,64500,DEL NORTE
AVE. VILLAZUL,106,66000,*VILLAZUL
TAPIA OTE,1116,64720,CENTRO
Av Miguel Aleman,N/A,67129,RINCON DE LA PURISIMA
Calle Hidalgo,127,67100,CIUDAD GUADALUPE CENTRO
Av. Las Torres,318-A,66056,VILLAS DE ESCOBEDO
AVE. RUIZ CORTINEZ,S/N,67114,VALLE SOLEADO
Josefa Ortiz de Dominguez,100 D,67110,SAN RAFAEL
ADOLFO RUIZ CORTINES,250,64320,MITRAS NORTE
Av Guerrero,3730-A,64500,DEL NORTE
RODRIGO GOMEZ,1445,64190,*CENTRAL
ADOLFO LOPEZ MATEOS,4717,64380,BUROCRATAS DEL ESTADO
COLON,3822,64590,AGRICOLA
SANTA MARIA,102,66008,*SANTA MARÍA
AVE. BUENA VISTA,301,66583,*BUENA VISTA
WASHINGTON OTE.,204,64000,MONTERREY CENTRO
Av Acapulco,145,66649,SAN MIGUEL
2 de Abril,1520-1,64700,NUEVO REPUEBLO
GRAL. BERNARDO REYES NORTE,4100-B,64290,POPULAR
Av. Las Torres,500,66614,*ARBOLEDAS DE SANTA ROSA 
Hidalgo Local 13,825,64000,MONTERREY CENTRO
AV. PASEO DE LOS LEONES,501-A,64346,*CERRADAS DE CUMBRES SECTOR NORTE.
JOSE MARIA MORELOS,303,64000,MONTERREY CENTRO
Ave. del Telefono,113,66645,PADILLA
BLVD DIAZ ORDAZ,123,64650,SANTA MARIA
CAMINO APODACA- AGUA FRIA,S/N,66620,*TRIANA 
BLVD. HEBERTO CASTILLO ,1000-A,66023,*LOMA DE GARCIA
CARRETERA MONTERREY - GARCIA  ,2001-A,66000,VILLA DE GARCIA
CARRETERA APODACA - SANTA ROSA,200,66607,*PARAJE SANTA ROSA 
Ave. Reforma,800-A,66600,APODACA CENTRO
AVE. ORQUIDEA ,800,66647,*HACIENDA LAS MARGARITAS DEL VI SECTOR
SAN BENEDICTO II,3001,66085,*PRADERAS DE SAN FRANCISCO
WASHINGTON,1218,64720,CENTRO
Matancillas,209,67140,JARDINES LA PASTORA
FELIX U GOMEZ,2820,64520,CEMENTOS
Fuente Alegre,301,66444,FUENTES DE ANAHUAC
Prol. Abasolo,501,66350,SANTA MARTHA
Yacasta,402,64350,VALLE INFONAVIT
Carr. a General Zuazua,130,65760,*REAL DE PALMAS
CARR. HUINALA-VILLA JUAREZ,300-A,66647,CAMPESTRE HUINALA
Av. Lazaro Cardenas,212,64390,EMILIANO ZAPATA
Carr. a Colombia,1201,66052,LOS ALTOS
DR COSS SUR,1129,64720,CENTRO
Ricardo Covarruvias,3504,64830,ESTADIO
CONSTITUYENTES DE NUEVO LEON,239,64540,SANTA FE
Av Central,332,66655,*COLINAS DEL AEROPUERTO 
AVE. BENITO JUAREZ ,5451-A,67190,LOS LERMAS
CHAPULTEPEC,L15  M 92,67140,LA HERRADURA
AVE. IGNACIO SEPULVEDA,208,66633,LA ENCARNACION
CARRETERA MONTERREY - NUEVO LAREDO,1701-A,66080,ANDRES CABALLERO MORENO AGROP
AVE. PABLO LIVAS ,3236,67170,CAMINO REAL
Fidel Velazquez,3000,64270,SIMON BOLIVAR
ARISTA,734,65500,*GOBERNADORES
Av. Eugenio Garza Sada,220,64700,ROMA
TORTOLA,170,66610,SANTA ROSA
AvE. Xochimilco,301,67190,XOCHIMILCO
RUIZ CORTINEZ,5300-A,64350,VALLE INFONAVIT
HILARIO MARTINEZ,701,64700,NUEVO REPUEBLO
Av. Vasconcelos,503,66220,DEL VALLE
AVE. ALFONSO REYES,1581-A,64490,SARABIA
Blvd Diaz Ordaz,137,66150,LOS TREVIÑO
De Los Claveles,109,67190,*MISION DE LA SILLA
Ave. Pablo Livas,1,67190,TACUBAYA
Av Ruiz Cortines,2001-A,67114,MIXCOAC
ZACATEPEC,103-6,64180,VALLE MORELOS
PROLONGACION CONSTITUCION,SN,66170,PROTEXA
Av. Rodrigo Gomez,4999,64180,VALLE MORELOS
Av. Adolfo Lopez Mateos,1002-1,67160,VEINTIUNO DE ENERO
Ave. De los Ebanos,827,66636,LA HACIENDA
COLON,1745,64580,TERMINAL
PASEO DE LAS PALMAS,3601,65760,*REAL DE PALMAS
AV. VASCONCELOS PONIENTE,725 L1 L2,66220,DEL VALLE
CAMINO A SAN JOSE,600,66008,*VALLE DE LINCOLN 4 ETAPA
CALLE CAMINO A PESQUERIA,530,66646,*RESIDENCIAL SAN BENITO 
Ave. Pablo Livas,1335,67190,TRES CAMINOS NORTE
AV. BERNARDO REYES ESQ. JOSE MA. IGLESIAS,SN,64290,HIDALGO
BATALLON DE SAN PATRCIO,112,66278,REAL DE SAN AGUSTIN
Av. Benito Juarez,628-A,67100,CIUDAD GUADALUPE CENTRO
Av. Lazaro Cardenas,207-A,64753,ALFAREROS
Av. Vasconcelos,301,66278,REAL DE SAN AGUSTIN
AVE PLINIO D. ORDOÑEZ,1101,66073,SAN GENARO
ADOLFO RUIZ CORTINES,5700-A,64350,VALLE INFONAVIT
Melchor Ocampo,400,67117,RESIDENCIAL TORREMOLINOS
Av. Manuel Ordoniez,358,66350,SANTA CATARINA CENTRO
Av. Fidel Velazquez,306-A,64190,AVENIDA CENTRAL
Rio Pilon,902,66646,PUEBLO NUEVO 1
Arturo B de la Garza,4502,64180,DEL MAESTRO
COLON,S/N,64580,ACERO
Narcizo Mendoza,4902,64280,NIÑO ARTILLERO
Av Renaceres,200,66614,*RENACERES RECIDENCIAL 
Ave.Almazan,301,66450,LOMAS DEL ROBLE
Av. Lazaro Cardenas,56,64390,EMILIANO ZAPATA
Ma. Concepcion Barragan,301,66635,LA ENRAMADA
Diego Diaz de Berlanga,1061,66463,JARDINES DE ANAHUAC SECT 1
ZACATECAS,S/N,66415,HEROES DE MEXICO
CAMINO A LAS ESCOBAS,1614,67196,DOS RIOS
Av. Dr. Jesus M. Gonzalez,2026,64649,RESIDENCIAL GALERIAS
Francisco I Madero,s/n,66350,SANTA CATARINA CENTRO
MORELOS ,307-A,66054,EX HACIENDA EL CANADA
rayon,800,64000,MONTERREY CENTRO
CARRETERA NACIONAL,S/N,64985,LOS CRISTALES
Ave. Benito Juarez,4595 - B,67180,CHULA VISTA
CAMINO A LAS ESCOBAS,S/N,67190,SAN CRISTOBAL
Av. Raul Caballero Escamilla,325,66056,MONTE REAL
Prol. Pedro Infante esq. Cd. de San Sebastian,5855,64349,CUMBRES DE SANTA CLARA
SIMON BOLIVAR,1901,64460,MITRAS CENTRO
WASHINGTON,1400-2,64000,MONTERREY CENTRO
Avenida Azteca,4206,64160,SANTA CRUZ
Av Zapopan Pte,4045,64370,LOS ALTOS
FRANCISCO MARQUEZ,450,64470,OBRERISTA
Prol.Juarez,209,66420,ITURBIDE
AVE DEL RENACIMIENTO,333,65760,*REAL DE PALMAS
Ave.Republica Mexicana,1505,66414,RESIDENCIAL EL ROBLE
AVE MANUEL ORDOuEZ,S/N,66350,SANCA
Libramiento Acámbaro-Salvatierra,1,38676,*EVERARDO MORALES
AQUILES SERDAN,33,58920,ALVARO OBREGON
VICENTE SANTA MARIA,1656,58070,FELIX IRETA
JAZMIN,38,58893,*EL TREBOL
CARRETERA FEDERAL URUAPAN-PATZCUARO,4250-1,60223,TOREO EL BAJO
CARR MEXICO-MORELIA KM 46.3,S/N,61250,MARAVATIO DE OCAMPO
AVENIDA MORELIA-AEROPUERTO,1150,58300,ATAPANEO
Carr. Morelia a la Huerta,105,58195,ARBOLEDA LA HUERTA
Av. Juarez,37,60000,URUAPAN CENTRO
Heroico Colegio Militar,29,40890,CENTRO ZIHUATANEJO
Av. Rio Balsas,3,60952,*1ER. SECTOR 
AMADEO BETANCOURT,335,58040,FELICITAS DEL RIO
"Est. De Servicio, Carr. Quiroga Patzcuaro",589,61600,EL MONO
Km. 41 Carretera Morelia-Maravatio,489,58949,*SANTA CLARA DEL TULE 
AV. MELCHOR OCAMPO ,2619,60956,*UNIDAD 5.10
AV MEXICO,30,58270,JARDINES DEL RINCON
Leona Vicario,1,60137,SAN RAFAEL
AVENIDA UNIVERSIDAD,1823,58060,VILLA UNIVERSIDAD
Av. Escuadron 201,645,58140,JARDINES DE GUADALUPE
PROLONGACION AV. ACUEDUCTO,7820,58301,LOS PIRULES
Av. Paseo del Punhuato,1239,58254,*TRES MARIAS 
AV. MADERO PONIENTE,3644,58189,VICENTE GUERRERO
CARRETERA NACIONAL ACAPULCO-ZIHUATANEJO,KM 208,40855,EJIDAL
Prolongaciòn Fuentes de Villalongin,190,58088,RESIDENCIAL FUENTES DE MORELIA
FRANCISCO MARQUEZ,220,58260,CHAPULTEPEC NORTE
Obsidiana,76,58880,TARIMBARO
HIDALGO,20,38800,MOROLEON CENTRO
Av. Torreon Nuevo,1570,58116,EL REALITO
BLVD RAFAEL GARCIA DE LEON,1404,58280,NUEVA CHAPULTEPEC
CARRETERA YURIRIA-VALLE DE SANTIAGO KM6.2,S/N,38940,YURIRIA
URIANGATO,1828,38986,*SAN JOSE CUARACURIO
Av. Jose Maria Morelos Y Pavón,75,40890,CENTRO ZIHUATANEJO
Blvd. Rafael Garcia de Leon,1585,58260,CHAPULTEPEC ORIENTE
Mariano Jimenez,285,58280,NUEVA CHAPULTEPEC
MELCHOR OCAMPO,2667,60990,LAS GUACAMAYAS
Av. Tulipanes,214,60953,*LAS TORRES
PERIFERICO PASEO DE LA REPUBLICA,2480,58098,*LOMA LOS PIÑON 
Federico Tena,18,61600,PATZCUARO CENTRO
AV. REFORMA,221,60950,CIUDAD LAZARO CARDENAS
Boulevard Industrial,1848,60120,EL COLORIN
AV. FRANCISCO I. MADERO PONIENTE,323,58000,MORELIA CENTRO
Av Lazaro Cardenas,333,58000,MORELIA CENTRO
CARRETERA LAZARO CARDENAS - LA MIRA  KM6,S/N,60983,BUENOS AIRES
CARRETERA NACIONAL ZIHUATANEJO-LAZARO CARDENAS,KM 16+500,40890,VALLECITOS DE ZARAGOZA
CARRETERA NACIONAL KM 9-700 ENTRONQUE AEROPUERTO,S/N,40889,ZIHUATANEJO
CARRETERA NACIONAL ZIHUATANEJO-LAZARO CARDENAS,S/N,40884,IXTAPA ZIHUATANEJO
PERIF PASEO DE LA REPUBLICA ,1907,58290,ELECTRICISTAS
CARR. MORELIA PATZCUARO,5700,58148,EMILIANO ZAPATA
AVENIDA HIDALGO,472,38800,MOROLEON CENTRO
PASEO DE LAS GAVIOTAS,Seccion 1,40884,IXTAPA
Paseo de las Salinas  ,12,40896,*LAS SALINAS
Constitución de 1814,880,60950,CIUDAD LAZARO CARDENAS
CALZADA DE LA FUENTE,22-A,60130,EDUARDO RUIZ
1ro. de Mayo ,1376,38600,ACAMBARO CENTRO
CALZ JUAREZ,940,58040,*VILLA UNIVERSIDAD
Av. Francisco I. Madero Pte,5910,58337,ZINDURIO
Av Santos Degollado,123,38680,EMILIO CARRANZA
Chiapas,679,60050,RAMON FARIAS
BOULEVARD PASEO IXTAPA LOTE 19-A,S/N,40880,PELICANOS
AV. LAS PALMAS,796-A,60950,*8 VO. SECTOR AREA EXFIDEICOMISO
Periferico Paseo de la Republica,4030,58087,*EX-HACIENDA DE LA HUERTA
CARRETERA MORELIA-SALAMANCA,305,58880,TARIMBARO
PLAZA VASCO DE QUIROGA,20,61600,PATZCUARO CENTRO
Juan Jose Tablada,815,58090,BALCONES DE SANTA MARIA
AV. ACUEDUCTO,437,58230,VASCO DE QUIROGA
Carretera Morelia-Salamanca Km 11890,S/N,58880,TARIMBARO
Ramon Fabie,61,58197,JARDINES DE TORREMOLINOS
AV. MORELOS,115,60600,APATZINGAN DE LA CONSTITUCION CENTRO
FRANCISCO I. MADERO,S/N,58332,TACICUARO
AVENIDA LATINOAMERICANA,1800,60000,URUAPAN CENTRO
PERIFERICO PASEO DE LA REPUBLICA SECTOR NVA ESPAuA,8749,58088,RESIDENCIAL FUENTES DE MORELIA
AVENIDA LAS PALMAS,3100,60990,LAS GUACAMAYAS
Av. Mil Cumbres,40,58117,LOMAS DEL TECNOLOGICO
CALZADA LA HUERTA,2447,58057,LOS PINOS DE MICHOACAN
LOMA LA CARBONERA,53,58337,LOMAS DEL PEDREGAL
Paseo Lazaro Cardenas,2269,60170,LA JOYITA
Est. De Servicio 5444 Carr. Federal Morelia-Salamanca,5444,58880,TARIMBARO
AV. MORELOS NORTE,5330,58100,LOS ANGELES
AV. MORELOS SUR,1690,58070,FELIX IRETA
IGNACIO CHAVEZ DR,960,58290,LAS CAMELINAS
Francisco I. Madero Poniente,1049,58000,MORELIA CENTRO
CONSTITUCION DE 1814 NORTE,148,60630,LAZARO CARDENAS
AV FRANCISCO I MADERO PONIENTE,11721,58336,SAN JOSE ITZICUARO
LIBRAMIENTO IGNACIO ZARAGOZA,51,61605,LAS PALMAS
CARRETERA FEDERAL QUIROGA TEPALCATEPEC,788,61760,NUEVA ITALIA DE RUIZ
Av. Fray Antonio de San Miguel Iglesias,580,58270,JARDINES DEL RINCON
HEROICA ESCUELA NAVAL MILITAR,339,60950,CIUDAD LAZARO CARDENAS
Av. Madero Portal Galeana,157,58000,MORELIA CENTRO
CALZADA LA HUERTA,963,58087,*EX-HACIENDA DE LA HUERTA
GUADALUPE VICTORIA,1200,58110,PRADOS VERDES
CALZADA VENTURA PUENTE,465,58260,CHAPULTEPEC NORTE
PERIF. PASEO DE LA REPUBLICA,139,58210,ISAAC ARRIAGA
MANANTIAL DE MORELIA,360,58186,CAMPESTRE LOS MANANTIALES
AV. LAZARO CARDENAS,2870,58260,CHAPULTEPEC SUR
BENITO JUAREZ,25,40890,CENTRO ZIHUATANEJO
JUAN ALDAMA,15,38600,ACAMBARO CENTRO
AV. LAZARO CARDENAS,2055,58260,CHAPULTEPEC NORTE
AVENIDA CONSTITUCION DE 1917,61,60950,CIUDAD LAZARO CARDENAS
CALZADA LA HUERTA,560,58190,NUEVA VALLADOLID
AV. PASEO DE ZIHUATANEJO ORIENTE,4,40890,CENTRO ZIHUATANEJO
LIBRAMIENTO ORIENTE,7726,60190,MOVIMIENTO MAGISTERIAL
CARR URUAPAN SAN JUAN PARANGARICUTIRO ,5600,60090,JICALAN
ACUEDUCTO,898,58260,CHAPULTEPEC NORTE
AV. JOSE MARIA MORELOS,42-B,60950,CIUDAD LAZARO CARDENAS
JUAN PABLO II,1391,58090,SANTA MARIA DE GUIDO
CALZADA BENITO JUAREZ,155-A,60050,LAZARO CARDENAS
AV. MADERO ORIENTE,5800,58200,CIUDAD INDUSTRIAL
ALVARO OBREGON ,345,61600,PATZCUARO CENTRO
CARRETERA FEDERAL PATZCUARO MORELIA,S/N,58344,TIRIPETIO
CARRETERA FEDERAL PATZCUARO MORELIA,KM. 45,61600,PATZCUARO CENTRO
AV. OCAMPO ,508,58010,JUAREZ
LIBRAMIENTO SUR,KM 6.4,38940,YURIRIA
AV. CONSTITUCION DE 1814 SUR,90,60600,APATZINGAN DE LA CONSTITUCION CENTRO
MADERO ORIENTE,6198,58337,JARDINES DE TZINDURIO
SOR JUANA INES DE LA CRUZ,314,58000,MORELIA CENTRO
AUTOPISTA MEXICO GUADALAJARA KM202+650 LADO SUR,S/N,58944,SAN NICOLAS SIMIRAO
RIO AMATLAN,714,58020,VENTURA PUENTE
FRANCISCO I. MADERO,602,58000,MORELIA CENTRO
Av. Cupatitzio,158,60060,SAN JUAN EVANGELISTA
CARRETERA NACIONAL MORELIA-GUADALAJARA,7610,58343,SANTIAGO UNDAMEO
PORTAL SANTOS DEGOLLADO ,2,60000,URUAPAN CENTRO
CARRETERA NACIONAL ZIHUTANEJO-LC LOTE1B MZA 26 ZON,S/N,40888,LA PUERTA
PORTAL INDEPENDENCIA,10,38980,URIANGATO
JUAN N. ALVAREZ,36,40890,CENTRO ZIHUATANEJO
PASEO GENERAL LAZARO CARDENAS DEL RIO,1707,60160,LOS ANGELES
PROLONGACION TULIPANES,174,60950,CIUDAD LAZARO CARDENAS
AV. MORELOS NORTE,4995-1,58118,LA SOLEDAD
Area Comercial del Conjunto Habitacional,Local 1,58337,ARBOLEDAS VALLADOLID
Paseo Valle Real,2202-6,58880,TARIMBARO
VENTURA PUENTE,770,58020,VENTURA PUENTE
Carretera Uruapan Carapan,km 72-A,60030,LOS RIYITOS
22 DE OCTUBRE ,227,60699,LAS PALMAS
AV. MELCHOR OCAMPO,79,60953,*2DO. SECTOR FIDELAC
TAMARINDOS,35,60953,*2DO. SECTOR FIDELAC
AV. SIERVO DE LA NACION,1188,58178,LIBERTAD
"BOULEVARD PASEO DE IXTAPA LOTE01B-2 MZA-01,  RES 1",S/N,40884,IXTAPA
Av Paseo Bicentenario,39,40880,EL LIMON
Carretera Morelia - Quiroga km. 37+ 920,S/N,58420,QUIROGA
AV. CONSTITUCION DE 1814,340,60670,BABILONIA
AVENIDA JUAN PABLO II,1211,58090,SANTA MARIA DE GUIDO
AV MONTAÑA MONARCA,2000-30,58350,JESUS DEL MONTE
Rey Tariacuri,391,58090,VISTA BELLA
PERIFERICO PASEO DE LA REPUBLICA SECTOR NVA ESPAuA,1002,58255,SAN RAFAEL
PORTAL ALDAMA,1,38800,MOROLEON CENTRO
VASCO DE QUIROGA,227,58000,MORELIA CENTRO
Carretera Zihuatanejo-Lázaro Cárdenas Km 95+340 m ,S/N,40811,PETACALCO
LIBRAMIENTO GUACAMAYAS-ZIHUATANEJO,320,60990,LAS GUACAMAYAS
PLAN DE AYALA,1150,58000,MORELIA CENTRO
Libramiento ,1049,60990,LAS GUACAMAYAS
ABASOLO,200,58000,MORELIA CENTRO
ALVARO OBREGON,90,60000,URUAPAN CENTRO
Calzada de la Fuente,2589,60133,*VILLAS DE LA FUENTE
AUTOPISTA MEXICO-GJA KM 202+650 LADO NORTE,SN,58944,BELISARIO DOMINGUEZ
PASEO DEL PALMAR ,40,40890,CENTRO ZIHUATANEJO
PASEO DE ZIHUATANEJO PONIENTE ,138-A,40880,EL HUJAL
Av. Juarez,1008,60000,URUAPAN CENTRO
PORTAL  BENITO JUAREZ,33,61600,PATZCUARO CENTRO
AV. LAZARO CARDENAS,1859,60950,CIUDAD LAZARO CARDENAS
PASEO DE ZIHUATANEJO ORIENTE ,2,40884,IXTAPA ZIHUATANEJO
BLVD. ANAHUAC,1,21330,JARDINES DEL LAGO
CALZ. GENERAL LAZARO CARDENAS,4101,21395,*VILLA DEL ROBLE
PASEO AFRODITA,501,21395,*VILLA DEL ROBLE
JUSTO SIERRA,S/N,21200,CUAUHTEMOC NORTE
PUENTE DE LA REINA ESQ. DREN AGRICOLA,S/N,21355,VILLA DEL REY QUINTA ETAPA
CALZ ALDEA DEL REY,SN,21326,*VILLA DE ALARCÓN
BLVD. ANAHUAC,1,21330,JARDINES DEL LAGO
CALZADA HEROICA PUEBLA,398,21620,*ANGELES DE PUEBLA
AV. OBREGON,1,83459,DIEZ DE ABRIL
AVENIDA EUCALIPTO,2831,21255,MONTE CARLOS
CALZADA DE LOS MONARCAS,1,21354,VILLA DEL REY PRIMERA ETAPA
BLVD LAZARO CARDENAS Y CALLE CATORCE,SN,21395,BUGAMBILIAS
AEREOLITO,SN,21602,SANTO NIÑO
AV SAMUEL OCAuA Y CALLEJON TAMAULIPAS,SN,83458,PROGRESO
CALZADA INDEPENDENCIA ESQ. RIO PRESIDIO,S/N,21250,BENITO JUAREZ
CALLE ALDA,1020,21326,*VILLA DE ALARCÓN
CALLE LA MERCED,498,21620,*ANGELES DE PUEBLA
AVENIDA TLAXALA,1610,83500,MOCTEZUMA
AVENIDA MAR CARIBE,699,21850,SAN FELIPE
BRASIL,400,21200,CUAUHTEMOC NORTE
CALZ ROSA DEL DESIERTO,SN,21395,*VALLE DEL PUEBLA
AVENIDA KINO,2601,83450,BUROCRATA
CALLE ZORRILLA,162,21100,PRIMERA SECCION
ANA GARCIA Y FCO L. MONTEJANO,S/N,21280,INSURGENTES ESTE
AVENIDA CARRANZA,400,83449,COMERCIAL
CALZADA INDEPENDENCIA,1,21060,ANAHUAC
AVENIDA AYUNTAMIENTO Y 18 MARZO,498,21370,CARVAJAL
AV. MAR CARIBE NORTE,399,21850,SAN FELIPE
BLVD VENUSTRIANO CARRANZA Y SAN PEDRO MEZQUITAL,2000,21396,GONZALEZ ORTEGA NORTE
C. CATARATAS DEL NIAGARA Y LAGUNA AZUL,S/N,21353,*EL CAMPANARIO
INDEPENDENCIA Y ALFAREROS,S/N,21000,MEXICALI CENTRO CIVICO COMERCIAL
URBANO VAZQUEZ,601,21399,PUNTA DE ESTRELLA
BLVD. CASTELLON U CALLE PENJAMO,S/N,21389,HIDALGO
LOMBARDO TOLEDANO Y BEGONIAS,1,21340,CUCAPAH INFONAVIT
CUAUHTEMOC,400,21200,CUAUHTEMOC SUR
AV. REVOLUCION Y CALLE 48,4728,83459,DIEZ DE ABRIL
AV. TAMAULIPAS Y CALLE 17,1701,83447,JALISCO
CALLE 12 DE OCTUBRE Y AV. DEL MAGISTERIO,298,21370,CARVAJAL
CUARTA,2627,21397,GONZALEZ ORTEGA
MADEDEROS SUR,1801,21010,INDUSTRIAL
CALZ. MONTERREY,200,83470,AVIACION
CALLE PUERTO DE SAN FELIPE,263,21850,SAN FELIPE
CALZADA ANAHUAC,301,21380,XOCHIMILCO
CALZ. VICENTE LOMBARDO TOLEDANO,1839,21350,ESPERANZA
AV TLAXCALA Y CALLE NUEVE,SN,83440,SONORA
CALZ DE LAS HACIENDAS,2400,21327,*HACIENDA DE CASTILLA
BLVD. FRANCISCO EUSEBIO KINO,80,83570,*SONOYTA CENTRO
RIO ZACATULA,3000,21399,NUEVO MEXICALI
CALZ CHETUMAL Y AV MAR DE CORTEZ,700,21850,SAN FELIPE
CALZ ROSA DEL DESIERTO Y AV EREBIA,SN,21395,*MONARCAS RESIDENCIAL
CALZ. PLAZA ESPANA ENTRE AV. MONTE BLANCO Y AV. CA,s/n,21395,HACIENDA DEL SOL
BLVD. VENUSTIANO CARRANZA,S/N,21259,RIVERA
CALZ. HECTOR TERAN TERAN,1200,21337,TELEVISORA
SAN ESTEBAN,101-A,83479,AEROPUERTO
AVENIDA SINALOA,SN,83554,*PEÑASCO
CARRETERA SAN FELIPE-MXL Y BLVD CARRANZA,S/N,21740,COLORADO
CALLE NOVENA,1499,21255,MONTE CARLOS
CALLE AYUNTAMIENTO Y 5 DE FEBRERO,S/N,21360,COAHUILA
AVENIDA DE LAS ACUBAS,3901,21395,VILLA FLOR
BLVD EUSEBIO KINO,SN,83570,*SONOYTA CENTRO
BLVD. JOSEFA ORTIZ DE DOMINGUEZ,321,83550,*PUERTO PEÑASCO CENTRO
CALLE SAN LUIS R. C. Y AV. POB. CUERVOS,SN,21395,*VILLAS DEL COLORADO
